"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","0%",":","1","2.70","|","X","3.49","|","2","2.91","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα",":","1","2.60","|","X","3.30","|","2","2.77","|"
"Παναθηναϊκός","Ολυμπιακός","Γκολ","Over/Under","2.5",":","Over2.5","2.25","|","Under2.5","1.65","|"
"Παναθηναϊκός","Ολυμπιακός","Να","σκοράρουν","και","οι","2","ομάδες",":","Ναι (GG)","1.93","|","Όχι (NG)","1.82","|"
"Παναθηναϊκός","Ολυμπιακός","Να","σκοράρουν","και","οι","2","ομάδες","ή","Over","2.5",":","Ναι","1.72","|","Όχι (2-0, 1-0, 0-0, 0-1 ή 0-2)","2.05","|"
"Παναθηναϊκός","Ολυμπιακός","Διπλή","ευκαιρία",":","1X","1.47","|","X2","1.53","|","12","1.35","|"
"Παναθηναϊκός","Ολυμπιακός","Draw","No","Bet",":","Παναθηναϊκός","1.80","|","Ολυμπιακός","1.93","|"
"Παναθηναϊκός","Ολυμπιακός","Γκολ","Over/Under","(extra)",":","Over0.5","1.09","|","Under0.5","7.50","|","Over1.5","1.42","|","Under1.5","2.87","|","Over3.5","4.10","|","Under3.5","1.24","|","Over4.5","7.90","|","Under4.5","1.08","|","Over5.5","13.50","|","Under5.5","1.02","|"
"Παναθηναϊκός","Ολυμπιακός","1ο","Ημίχρονο","-","Αποτέλεσμα",":","Παναθηναϊκός","3.25","|","Ισοπαλία","2.02","|","Ολυμπιακός","3.50","|"
"Παναθηναϊκός","Ολυμπιακός","1ο","Ημίχρονο","-","Γκολ","Over/Under",":","Over0.5","1.52","|","Under0.5","2.50","|","Over1.5","3.30","|","Under1.5","1.32","|","Over2.5","7.80","|","Under2.5","1.07","|","Over3.5","13.50","|","Under3.5","1.01","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","&","Συνολικά","Γκολ","(1.5)",":","1 και Over1.5","3.40","|","1 και Under1.5","7.20","|","2 και Over1.5","3.70","|","2 και Under1.5","7.40","|","X και Over1.5","4.50","|","X και Under1.5","7.50","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","&","Συνολικά","Γκολ","(2.5)",":","1 και Over2.5","4.50","|","1 και Under2.5","4.70","|","2 και Over2.5","4.90","|","2 και Under2.5","4.90","|","X και Over2.5","14.00","|","X και Under2.5","3.75","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","&","Συνολικά","Γκολ","(3.5)",":","1 και Over3.5","9.25","|","1 και Under3.5","3.05","|","2 και Over3.5","10.50","|","2 και Under3.5","3.25","|","X και Over3.5","13.50","|","X και Under3.5","3.75","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","&","Συνολικά","Γκολ","(4.5)",":","1 και Over4.5","16.00","|","1 και Under4.5","2.70","|","2 και Over4.5","18.00","|","2 και Under4.5","2.85","|","X και Over4.5","70.00","|","X και Under4.5","3.10","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","&","Συνολικά","Γκολ","(5.5)",":","1 και Over5.5","40.00","|","1 και Under5.5","2.45","|","2 και Over5.5","50.00","|","2 και Under5.5","2.60","|","X και Over5.5","70.00","|","X και Under5.5","3.10","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","/","Να","σκοράρουν","και","οι","2","ομάδες",":","Παναθηναϊκός / Ναι","5.50","|","Παναθηναϊκός / Όχι","4.00","|","Ισοπαλία / Ναι","4.50","|","Ισοπαλία / Όχι","7.50","|","Ολυμπιακός / Ναι","5.90","|","Ολυμπιακός / Όχι","4.25","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","ή","Γκολ","Over/Under","2.5",":","1 ή Under 2.5","1.22","|","2 ή Under 2.5","1.24","|","X ή Over 2.5","1.39","|","X ή Under 2.5","1.40","|","1 ή Over 2.5","1.47","|","2 ή Over 2.5","1.50","|"
"Παναθηναϊκός","Ολυμπιακός","Τελικό","Αποτέλεσμα","ή","Να","σκοράρουν","και","οι","2","ομάδες",":","1 ή Nαι (GG)","1.31","|","1 ή Όχι (NG)","1.36","|","X ή Nαι (GG)","1.52","|","X ή Όχι (NG)","1.30","|","2 ή Nαι (GG)","1.33","|","2 ή Όχι (NG)","1.38","|"
"Παναθηναϊκός","Ολυμπιακός","Nα","σκοράρουν","και","οι","2","ομάδες","και","Συνολικά","Γκολ","(2.5)",":","Ναι και Over2.5","2.57","|","Όχι και Over2.5","11.00","|","Ναι και Under2.5","6.50","|","Όχι και Under2.5","2.05","|"
"Παναθηναϊκός","Ολυμπιακός","Nα","σκοράρουν","και","οι","2","ομάδες","και","Συνολικά","Γκολ","(3.5)",":","Ναι και Over3.5","4.35","|","Όχι και Over3.5","35.00","|","Ναι και Under3.5","3.00","|","Όχι και Under3.5","1.85","|"
"Παναθηναϊκός","Ολυμπιακός","Nα","σκοράρουν","και","οι","2","ομάδες","και","Συνολικά","Γκολ","(4.5)",":","Ναι και Over4.5","8.50","|","Όχι και Over4.5","120.00","|","Ναι και Under4.5","2.25","|","Όχι και Under4.5","1.80","|"
"Παναθηναϊκός","Ολυμπιακός","Nα","σκοράρουν","και","οι","2","ομάδες","και","Συνολικά","Γκολ","(5.5)",":","Ναι και Over5.5","19.00","|","Όχι και Over5.5","450.00","|","Ναι και Under5.5","1.98","|","Όχι και Under5.5","1.75","|"
"Παναθηναϊκός","Ολυμπιακός","Διπλή","ευκαιρία","/","Να","σκοράρουν","και","οι","2","ομάδες",":","12 και Ναι","3.15","|","12 και Όχι","2.25","|","1X και Ναι","2.70","|","1X και Όχι","2.95","|","X2 και Ναι","2.80","|","X2 και Όχι","3.05","|"
"Παναθηναϊκός","Ολυμπιακός","Διπλή","ευκαιρία","&","Συνολικά","Γκολ","(1.5)",":","12 και Over1.5","1.93","|","12 και Under1.5","4.00","|","1X και Over1.5","2.10","|","1X και Under1.5","4.20","|","X2 και Over1.5","2.20","|","X2 και Under1.5","4.25","|"
