"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","-1.25","3.65","|","+1.25","1.30","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","-1","3.00","|","+1","1.41","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","-0.75","2.24","|","+0.75","1.68","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","-0.5","1.87","|","+0.5","1.97","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","-0.25","1.58","|","+0.25","2.45","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","0","1.25","|","0","4.05","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+0.25","1.19","|","-0.25","4.85","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+0.5","1.15","|","-0.5","5.70","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+0.75","1.08","|","-0.75","8.25","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+1","1.01","|","-1","20.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+1.25","1.007","|","-1.25","21.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","+1.5","1.006","|","-1.5","22.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","Τότεναμ","N/A","|","-1.75","33.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ασιατικό","Χάντικαπ","1ο","Ημίχρονο",":","Τότεναμ","N/A","|","-2","85.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ισοπαλία","Όχι","Στοίχημα",":","Τότεναμ","1.15","|","Σαουθάμπτον","5.30","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Γηπεδούχος","Όχι","Στοίχημα",":","Σαουθάμπτον","2.23","|","Ισοπαλία","1.66","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Φιλοξενούμενος","Όχι","Στοίχημα",":","Ισοπαλία","4.10","|","Τότεναμ","1.23","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ημίχρονο/Τελικό",":","Τότεναμ / Τότεναμ","2.06","|","Τότεναμ / Ισοπαλία","17.00","|","Τότεναμ / Σαουθάμπτον","44.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ημίχρονο/Τελικό",":","Ισοπαλία / Τότεναμ","4.70","|","Ισοπαλία / Ισοπαλία","8.00","|","Ισοπαλία / Σαουθάμπτον","13.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ημίχρονο/Τελικό",":","Σαουθάμπτον / Σαουθάμπτον","10.00","|","Σαουθάμπτον / Ισοπαλία","17.50","|","Σαουθάμπτον / Τότεναμ","20.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ημίχρονο","Ή","Τελικό",":","Τότεναμ","1.24","|","Ισοπαλία","2.06","|","Σαουθάμπτον","4.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Κερδίσει","και","τα","2","Ημίχρονα",":","Τότεναμ","3.10","|","Σαουθάμπτον","25.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Γκολ","Και","Στα","2","Ημίχρονα",":","Ναι","1.43","|","Όχι","2.55","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Σκοράρει","και","Στα","2","Ημίχρονα",":","Τότεναμ","1.90","|","Σαουθάμπτον","5.80","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Βρεθεί","Πίσω","στο","Σκορ","Και","να","Κερδίσει",":","Τότεναμ","6.80","|","Σαουθάμπτον","18.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Σύνολο","Γκολ",":","0","18.00","|","1","6.60","|","2","4.25","|","3","3.85","|","4","4.60","|","5","6.60","|","6","11.00","|","7","21.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Σύνολο","Γκολ",":","0-3","1.61","|","0-2","2.50","|","0-4","1.25","|","0-5","1.09","|","0-1","5.30","|","1-4","1.30","|","1-3","1.71","|","1-2","2.75","|","1-5","1.13","|","2-3","2.15","|","2-5","1.30","|","2-6","1.20","|","2-4","1.54","|","3-5","1.76","|","3-4","2.24","|","3-6","1.58","|","4-5","2.90","|","4-6","2.44","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Σύνολο","Γκολ",":","1","1.02","|","2","1.14","|","3","1.47","|","4","2.18","|","5","3.70","|","6","7.10","|","7","14.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ακριβές","Σκορ",":","1:0","9.00","|","2:0","7.90","|","2:1","7.90","|","3:0","9.75","|","3:1","9.75","|","3:2","18.50","|","4:0","15.50","|","4:1","16.50","|","4:2","28.00","|","4:3","70.00","|","5:0","30.00","|","5:1","30.00","|","5:2","55.00","|","5:3","125.00","|","5:4","175.00","|","6:0","65.00","|","6:1","65.00","|","6:2","100.00","|","6:3","175.00","|","6:4","175.00","|","6:5","175.00","|","7:0","125.00","|","7:1","125.00","|","7:2","125.00","|","7:3","125.00","|","7:4","150.00","|","8:0","125.00","|","8:1","125.00","|","8:2","125.00","|","8:3","150.00","|","9:0","125.00","|","9:1","125.00","|","9:2","150.00","|","10:0","125.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ακριβές","Σκορ",":","0:0","18.50","|","1:1","9.25","|","2:2","15.00","|","3:3","50.00","|","4:4","150.00","|","5:5","175.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Ακριβές","Σκορ",":","0:1","22.00","|","0:2","40.00","|","1:2","18.50","|","0:3","90.00","|","1:3","50.00","|","2:3","40.00","|","0:4","175.00","|","1:4","125.00","|","2:4","100.00","|","3:4","125.00","|","0:5","175.00","|","1:5","150.00","|","2:5","150.00","|","3:5","150.00","|","4:5","150.00","|","0:6","175.00","|","1:6","125.00","|","2:6","125.00","|","3:6","150.00","|","4:6","175.00","|","5:6","175.00","|","0:7","125.00","|","1:7","125.00","|","2:7","125.00","|","0:8","125.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","1.5",":","Over None","1.55","|","Under None","9.25","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","1.5",":","Over None","5.90","|","Under None","19.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","1.5",":","Over None","7.80","|","Under None","20.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","1.86","|","Under None","4.60","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","13.00","|","Under None","7.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","9.25","|","Under None","14.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","2.82","|","Under None","2.47","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","12.50","|","Under None","7.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","17.50","|","Under None","8.25","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","4.50","|","Under None","1.88","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","45.00","|","Under None","5.20","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","25.00","|","Under None","7.30","|"
