"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Τελικό","Αποτέλεσμα",":","Μπόντο Γκλιμτ","3.35","|","Ισοπαλία","3.60","|","Λάτσιο","2.18","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","1.5",":","Over None","4.60","|","Under None","10.50","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","1.5",":","Over None","2.60","|","Under None","7.40","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","5.20","|","Under None","6.30","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","12.50","|","Under None","4.35","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","2.5",":","Over None","3.35","|","Under None","4.50","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","10.50","|","Under None","3.90","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","12.50","|","Under None","4.35","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","3.5",":","Over None","6.40","|","Under None","2.75","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","17.00","|","Under None","3.40","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","50.00","|","Under None","3.50","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","4.5",":","Over None","11.00","|","Under None","2.34","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","5.5",":","Over None","44.00","|","Under None","3.10","|"
"Μπόντο Γκλιμτ","Λάτσιο","Europa League","Αποτέλεσμα","και","Over/Under","5.5",":","Over None","50.00","|","Under None","3.50","|"
